EMP,ESTAB,NAICS2017,STATE,COUNTY,NAICS2017,state,county
65,19,54,21,003,54,21,003
83,24,54,21,005,54,21,005
64,9,54,21,007,54,21,007
517,50,54,21,009,54,21,009
34,9,54,21,011,54,21,011
126,24,54,21,013,54,21,013
124,25,54,21,017,54,21,017
18,7,54,21,023,54,21,023
19,7,54,21,025,54,21,025
55,12,54,21,027,54,21,027
397,91,54,21,029,54,21,029
28,11,54,21,031,54,21,031
19,4,54,21,039,54,21,039
69,14,54,21,041,54,21,041
125,26,54,21,043,54,21,043
62,15,54,21,051,54,21,051
22,12,54,21,053,54,21,053
29,10,54,21,055,54,21,055
18,8,54,21,061,54,21,061
40,10,54,21,065,54,21,065
58,16,54,21,069,54,21,069
12,8,54,21,077,54,21,077
61,17,54,21,079,54,21,079
70,20,54,21,081,54,21,081
349,40,54,21,083,54,21,083
41,12,54,21,087,54,21,087
165,26,54,21,089,54,21,089
48,7,54,21,091,54,21,091
101,21,54,21,095,54,21,095
71,20,54,21,097,54,21,097
48,19,54,21,099,54,21,099
46,16,54,21,103,54,21,103
10,6,54,21,105,54,21,105
192,25,54,21,115,54,21,115
1023,29,54,21,121,54,21,121
93,10,54,21,127,54,21,127
22,5,54,21,129,54,21,129
94,17,54,21,133,54,21,133
145,21,54,21,137,54,21,137
22,6,54,21,139,54,21,139
161,27,54,21,141,54,21,141
32,9,54,21,143,54,21,143
50,9,54,21,147,54,21,147
22,7,54,21,149,54,21,149
121,26,54,21,155,54,21,155
281,43,54,21,157,54,21,157
31,8,54,21,159,54,21,159
225,27,54,21,163,54,21,163
17,7,54,21,169,54,21,169
29,10,54,21,171,54,21,171
176,41,54,21,173,54,21,173
113,14,54,21,175,54,21,175
199,31,54,21,177,54,21,177
250,52,54,21,179,54,21,179
97,23,54,21,183,54,21,183
672,215,54,21,185,54,21,185
23,6,54,21,191,54,21,191
358,36,54,21,193,54,21,193
434,83,54,21,195,54,21,195
12,7,54,21,197,54,21,197
509,100,54,21,199,54,21,199
92,14,54,21,203,54,21,203
87,30,54,21,205,54,21,205
61,16,54,21,207,54,21,207
302,101,54,21,211,54,21,211
60,15,54,21,213,54,21,213
118,46,54,21,217,54,21,217
70,12,54,21,219,54,21,219
35,12,54,21,221,54,21,221
7,5,54,21,223,54,21,223
36,11,54,21,229,54,21,229
53,10,54,21,233,54,21,233
136,40,54,21,235,54,21,235
152,42,54,21,071,54,21,071
4243,379,54,21,117,54,21,117
64,30,54,22,021,54,22,021
29,9,54,22,027,54,22,027
184,85,54,22,059,54,22,059
131,28,54,22,077,54,22,077
345,76,54,22,115,54,22,115
172,45,54,22,119,54,22,119
55,20,54,22,003,54,22,003
1651,261,54,21,015,54,21,015
359,51,54,21,021,54,21,021
51,17,54,21,033,54,21,033
402,63,54,21,035,54,21,035
1522,156,54,21,037,54,21,037
816,74,54,21,047,54,21,047
951,154,54,21,059,54,21,059
13635,1184,54,21,067,54,21,067
921,117,54,21,073,54,21,073
53,13,54,21,085,54,21,085
982,146,54,21,093,54,21,093
449,70,54,21,101,54,21,101
382,52,54,21,107,54,21,107
25429,2247,54,21,111,54,21,111
741,129,54,21,113,54,21,113
37,15,54,21,123,54,21,123
1098,85,54,21,125,54,21,125
1240,174,54,21,145,54,21,145
1272,146,54,21,151,54,21,151
105,23,54,21,161,54,21,161
88,36,54,21,167,54,21,167
1268,117,54,21,209,54,21,209
62,19,54,21,215,54,21,215
43,10,54,21,225,54,21,225
2004,220,54,21,227,54,21,227
425,78,54,21,239,54,21,239
303,133,54,22,001,54,22,001
231,55,54,22,009,54,22,009
18,8,54,22,013,54,22,013
123,15,54,22,023,54,22,023
92,40,54,22,025,54,22,025
111,34,54,22,031,54,22,031
16,5,54,22,035,54,22,035
89,24,54,22,037,54,22,037
85,35,54,22,039,54,22,039
23,9,54,22,043,54,22,043
220,57,54,22,047,54,22,047
68,22,54,22,049,54,22,049
221,66,54,22,053,54,22,053
731,154,54,22,057,54,22,057
662,97,54,22,061,54,22,061
16,7,54,22,065,54,22,065
79,19,54,22,067,54,22,067
222,62,54,22,069,54,22,069
27,9,54,22,081,54,22,081
141,45,54,22,085,54,22,085
183,46,54,22,087,54,22,087
19,10,54,22,091,54,22,091
299,90,54,22,099,54,22,099
601,82,54,22,101,54,22,101
52,18,54,22,111,54,22,111
437,37,54,22,117,54,22,117
14,8,54,22,123,54,22,123
142,23,54,22,125,54,22,125
43,18,54,22,127,54,22,127
170,41,54,23,007,54,23,007
362,95,54,23,015,54,23,015
313,58,54,23,025,54,23,025
257,63,54,23,027,54,23,027
212,47,54,24,019,54,24,019
190,52,54,24,029,54,24,029
146,23,54,24,039,54,24,039
1153,141,54,24,041,54,24,041
100,41,54,22,041,54,22,041
27,4,54,26,083,54,26,083
28,15,54,26,097,54,26,097
5700,1042,54,25,005,54,25,005
1709,232,54,22,005,54,22,005
76,28,54,22,007,54,22,007
446,50,54,22,011,54,22,011
2756,266,54,22,015,54,22,015
4204,595,54,22,017,54,22,017
4653,461,54,22,019,54,22,019
91,38,54,22,029,54,22,029
19195,1831,54,22,033,54,22,033
574,123,54,22,045,54,22,045
10762,1338,54,22,051,54,22,051
8600,1326,54,22,055,54,22,055
1093,162,54,22,063,54,22,063
13629,1643,54,22,071,54,22,071
2538,424,54,22,073,54,22,073
460,54,54,22,075,54,22,075
1927,287,54,22,079,54,22,079
96,28,54,22,083,54,22,083
1523,100,54,22,089,54,22,089
85,20,54,22,093,54,22,093
220,40,54,22,095,54,22,095
539,139,54,22,097,54,22,097
5066,926,54,22,103,54,22,103
1333,209,54,22,105,54,22,105
2278,246,54,22,109,54,22,109
295,108,54,22,113,54,22,113
189,32,54,22,121,54,22,121
1463,182,54,23,001,54,23,001
369,84,54,23,003,54,23,003
12796,1526,54,23,005,54,23,005
2204,154,54,23,009,54,23,009
1867,251,54,23,011,54,23,011
500,134,54,23,013,54,23,013
309,72,54,23,017,54,23,017
1881,307,54,23,019,54,23,019
80,16,54,23,021,54,23,021
619,101,54,23,023,54,23,023
131,30,54,23,029,54,23,029
2161,457,54,23,031,54,23,031
499,87,54,24,001,54,24,001
29745,2276,54,24,003,54,24,003
28613,2715,54,24,005,54,24,005
1475,205,54,24,009,54,24,009
263,50,54,24,011,54,24,011
3561,515,54,24,013,54,24,013
836,127,54,24,015,54,24,015
1335,275,54,24,017,54,24,017
10788,951,54,24,021,54,24,021
387,68,54,24,023,54,24,023
9698,727,54,24,025,54,24,025
44495,2342,54,24,027,54,24,027
87840,5911,54,24,031,54,24,031
27956,1976,54,24,033,54,24,033
678,181,54,24,035,54,24,035
10607,357,54,24,037,54,24,037
1592,226,54,24,043,54,24,043
1224,207,54,24,045,54,24,045
691,172,54,24,047,54,24,047
22318,1620,54,24,510,54,24,510
5167,759,54,25,001,54,25,001
3944,317,54,25,003,54,25,003
269,73,54,25,007,54,25,007
26,10,54,26,001,54,26,001
31,9,54,26,003,54,26,003
268,34,54,26,007,54,26,007
177,20,54,26,011,54,26,011
18,4,54,26,013,54,26,013
1189,125,54,26,017,54,26,017
65,22,54,26,019,54,26,019
220,59,54,26,027,54,26,027
226,70,54,26,029,54,26,029
92,36,54,26,031,54,26,031
83,18,54,26,039,54,26,039
331,58,54,26,041,54,26,041
52,16,54,26,051,54,26,051
97,19,54,26,053,54,26,053
129,29,54,26,057,54,26,057
193,43,54,26,059,54,26,059
636,71,54,26,061,54,26,061
131,32,54,26,071,54,26,071
101,21,54,26,079,54,26,079
69,6,54,26,085,54,26,085
655,137,54,26,087,54,26,087
24,6,54,26,095,54,26,095
149,34,54,26,101,54,26,101
185,49,54,26,105,54,26,105
187,34,54,26,107,54,26,107
677,118,54,25,011,54,25,011
165,27,54,26,109,54,26,109
18,5,54,26,131,54,26,131
793,84,54,27,027,54,27,027
385,79,54,27,049,54,27,049
468,86,54,27,061,54,27,061
200,11,54,27,117,54,27,117
83,24,54,27,135,54,27,135
999,150,54,26,111,54,26,111
17639,2107,54,25,009,54,25,009
6760,714,54,25,013,54,25,013
1589,338,54,25,015,54,25,015
152897,6983,54,25,017,54,25,017
280,91,54,25,019,54,25,019
23711,2613,54,25,021,54,25,021
12943,1308,54,25,023,54,25,023
99866,3464,54,25,025,54,25,025
22528,1840,54,25,027,54,25,027
1970,189,54,26,005,54,26,005
159,48,54,26,009,54,26,009
329,59,54,26,015,54,26,015
2389,248,54,26,021,54,26,021
1614,42,54,26,023,54,26,023
1643,156,54,26,025,54,26,025
294,49,54,26,033,54,26,033
278,35,54,26,035,54,26,035
656,133,54,26,037,54,26,037
438,46,54,26,043,54,26,043
1002,167,54,26,045,54,26,045
602,114,54,26,047,54,26,047
4333,603,54,26,049,54,26,049
2151,383,54,26,055,54,26,055
179,49,54,26,063,54,26,063
6580,714,54,26,065,54,26,065
214,44,54,26,067,54,26,067
174,34,54,26,069,54,26,069
605,84,54,26,073,54,26,073
2411,214,54,26,075,54,26,075
5059,524,54,26,077,54,26,077
18847,1879,54,26,081,54,26,081
199,80,54,26,089,54,26,089
450,117,54,26,091,54,26,091
2869,508,54,26,093,54,26,093
48545,1538,54,26,099,54,26,099
1030,134,54,26,103,54,26,103
35,8,54,26,113,54,26,113
18,10,54,26,119,54,26,119
71,21,54,26,133,54,26,133
41,12,54,26,135,54,26,135
34,14,54,26,141,54,26,141
220,51,54,26,151,54,26,151
375,70,54,26,155,54,26,155
215,49,54,26,157,54,26,157
2405,70,54,26,159,54,26,159
423,71,54,27,007,54,27,007
42,9,54,27,011,54,27,011
381,45,54,27,015,54,27,015
52,9,54,27,029,54,27,029
60,16,54,27,033,54,27,033
35,13,54,27,031,54,27,031
80,13,54,27,043,54,27,043
186,38,54,27,045,54,27,045
208,43,54,27,047,54,27,047
87,30,54,27,057,54,27,057
238,69,54,27,059,54,27,059
80,15,54,27,063,54,27,063
19,3,54,27,069,54,27,069
43,17,54,27,071,54,27,071
14,7,54,27,073,54,27,073
13,7,54,27,077,54,27,077
12,5,54,27,081,54,27,081
391,46,54,27,083,54,27,083
16,4,54,27,087,54,27,087
32,9,54,27,089,54,27,089
133,32,54,27,091,54,27,091
146,34,54,27,093,54,27,093
278,46,54,27,099,54,27,099
56,11,54,27,101,54,27,101
113,27,54,27,105,54,27,105
27,10,54,27,107,54,27,107
92,18,54,27,113,54,27,113
351,30,54,27,115,54,27,115
79,23,54,27,121,54,27,121
19,6,54,27,125,54,27,125
91,23,54,27,127,54,27,127
72,16,54,27,133,54,27,133
65,24,54,26,143,54,26,143
41,13,54,26,153,54,26,153
58,16,54,27,075,54,27,075
28,15,54,28,023,54,28,023
15,12,54,28,077,54,28,077
88,24,54,28,095,54,28,095
12,5,54,28,103,54,28,103
56,10,54,28,129,54,28,129
29,7,54,28,143,54,28,143
1187,151,54,26,115,54,26,115
182,44,54,26,117,54,26,117
1459,210,54,26,121,54,26,121
310,48,54,26,123,54,26,123
102306,6264,54,26,125,54,26,125
102,26,54,26,127,54,26,127
123,27,54,26,129,54,26,129
207,59,54,26,137,54,26,137
4821,619,54,26,139,54,26,139
2156,292,54,26,145,54,26,145
1201,201,54,26,147,54,26,147
767,65,54,26,149,54,26,149
15742,1291,54,26,161,54,26,161
54427,2902,54,26,163,54,26,163
187,48,54,26,165,54,26,165
37,18,54,27,001,54,27,001
4691,728,54,27,003,54,27,003
301,58,54,27,005,54,27,005
277,57,54,27,009,54,27,009
1265,122,54,27,013,54,27,013
176,38,54,27,017,54,27,017
2700,343,54,27,019,54,27,019
183,40,54,27,021,54,27,021
91,22,54,27,023,54,27,023
1457,98,54,27,025,54,27,025
1128,169,54,27,035,54,27,035
8074,1307,54,27,037,54,27,037
84,23,54,27,039,54,27,039
472,92,54,27,041,54,27,041
26,7,54,27,051,54,27,051
84682,6509,54,27,053,54,27,053
98,26,54,27,055,54,27,055
46,13,54,27,065,54,27,065
641,89,54,27,067,54,27,067
210,43,54,27,079,54,27,079
363,60,54,27,085,54,27,085
255,35,54,27,095,54,27,095
167,31,54,27,097,54,27,097
352,43,54,27,103,54,27,103
39403,289,54,27,109,54,27,109
429,102,54,27,111,54,27,111
240,37,54,27,119,54,27,119
14129,1647,54,27,123,54,27,123
164,24,54,27,129,54,27,129
432,122,54,27,131,54,27,131
675,171,54,27,141,54,27,141
78,18,54,27,143,54,27,143
248,50,54,27,147,54,27,147
127,17,54,27,151,54,27,151
75,23,54,27,153,54,27,153
9,4,54,27,155,54,27,155
192,37,54,27,157,54,27,157
91,18,54,27,159,54,27,159
44,11,54,27,165,54,27,165
805,17,54,27,173,54,27,173
191,47,54,28,001,54,28,001
701,45,54,28,003,54,28,003
21,7,54,28,005,54,28,005
64,25,54,28,007,54,28,007
32,3,54,28,009,54,28,009
161,44,54,28,011,54,28,011
20,11,54,28,013,54,28,013
12,9,54,28,015,54,28,015
31,10,54,28,017,54,28,017
9,4,54,28,019,54,28,019
241,25,54,28,025,54,28,025
70,8,54,28,021,54,28,021
114,34,54,28,029,54,28,029
47,15,54,28,031,54,28,031
24,8,54,28,037,54,28,037
97,14,54,28,039,54,28,039
1033,98,54,28,045,54,28,045
29,9,54,28,051,54,28,051
2,5,54,28,053,54,28,053
38,14,54,28,057,54,28,057
73,13,54,28,061,54,28,061
4,4,54,28,065,54,28,065
490,88,54,28,067,54,28,067
7,3,54,28,069,54,28,069
59,24,54,28,079,54,28,079
360,86,54,28,087,54,28,087
27,6,54,28,097,54,28,097
37,15,54,28,101,54,28,101
535,74,54,28,105,54,28,105
81,25,54,28,107,54,28,107
30,9,54,28,111,54,28,111
277,59,54,28,113,54,28,113
16,3,54,28,119,54,28,119
71,23,54,28,123,54,28,123
25,6,54,28,125,54,28,125
149,33,54,28,127,54,28,127
109,15,54,28,131,54,28,131
67,20,54,28,133,54,28,133
28,7,54,28,135,54,28,135
116,22,54,28,139,54,28,139
46,15,54,28,141,54,28,141
88,10,54,27,149,54,27,149
1075,156,54,28,071,54,28,071
97,30,54,28,145,54,28,145
63,14,54,28,155,54,28,155
107,13,54,29,011,54,29,011
84,16,54,29,013,54,29,013
51,17,54,29,059,54,29,059
47,16,54,29,067,54,29,067
54,17,54,29,079,54,29,079
189,43,54,29,107,54,29,107
43,9,54,29,111,54,29,111
49,12,54,29,149,54,29,149
15,11,54,28,147,54,28,147
3761,395,54,27,137,54,27,137
1842,403,54,27,139,54,27,139
2345,312,54,27,145,54,27,145
296,32,54,27,161,54,27,161
4647,859,54,27,163,54,27,163
326,64,54,27,169,54,27,169
1164,337,54,27,171,54,27,171
158,33,54,28,027,54,28,027
1049,185,54,28,033,54,28,033
1107,138,54,28,035,54,28,035
245,34,54,28,043,54,28,043
2019,353,54,28,047,54,28,047
3927,550,54,28,049,54,28,049
1212,213,54,28,059,54,28,059
906,128,54,28,073,54,28,073
767,114,54,28,075,54,28,075
1394,184,54,28,081,54,28,081
259,41,54,28,083,54,28,083
234,52,54,28,085,54,28,085
5292,446,54,28,089,54,28,089
241,47,54,28,091,54,28,091
61,21,54,28,093,54,28,093
496,26,54,28,099,54,28,099
575,63,54,28,109,54,28,109
117,27,54,28,115,54,28,115
189,35,54,28,117,54,28,117
1563,322,54,28,121,54,28,121
99,21,54,28,137,54,28,137
93,43,54,28,153,54,28,153
15,3,54,28,157,54,28,157
45,14,54,28,159,54,28,159
18,6,54,28,161,54,28,161
134,21,54,28,163,54,28,163
66,15,54,29,003,54,29,003
26,10,54,29,005,54,29,005
133,28,54,29,007,54,29,007
1049,45,54,29,009,54,29,009
69,24,54,29,015,54,29,015
24,6,54,29,017,54,29,017
28,5,54,29,025,54,29,025
26,9,54,29,033,54,29,033
9,5,54,29,035,54,29,035
19,5,54,29,041,54,29,041
12,7,54,29,045,54,29,045
59,20,54,29,049,54,29,049
322,34,54,29,055,54,29,055
42,8,54,29,057,54,29,057
51,6,54,29,061,54,29,061
26,8,54,29,063,54,29,063
48,14,54,29,065,54,29,065
82,17,54,29,073,54,29,073
24,9,54,29,075,54,29,075
13,7,54,29,081,54,29,081
14,9,54,29,085,54,29,085
63,10,54,29,089,54,29,089
415,69,54,29,101,54,29,101
16,4,54,29,103,54,29,103
189,42,54,29,105,54,29,105
291,59,54,29,113,54,29,113
107,20,54,29,115,54,29,115
54,12,54,29,119,54,29,119
87,19,54,29,121,54,29,121
46,11,54,29,123,54,29,123
18,6,54,29,125,54,29,125
13,5,54,29,129,54,29,129
214,45,54,29,131,54,29,131
80,7,54,29,133,54,29,133
16,7,54,29,137,54,29,137
61,15,54,29,135,54,29,135
115,10,54,29,139,54,29,139
118,28,54,29,141,54,29,141
63,15,54,29,143,54,29,143
123,27,54,29,147,54,29,147
31,10,54,29,151,54,29,151
40,12,54,29,153,54,29,153
24,10,54,29,155,54,29,155
80,20,54,29,163,54,29,163
226,48,54,29,169,54,29,169
16,3,54,29,171,54,29,171
35,12,54,29,173,54,29,173
96,23,54,29,175,54,29,175
17,7,54,29,179,54,29,179
23,11,54,29,181,54,29,181
38,11,54,29,185,54,29,185
102,23,54,29,186,54,29,186
7,5,54,29,197,54,29,197
14,5,54,29,199,54,29,199
483,42,54,29,027,54,29,027
897,181,54,29,037,54,29,037
199,42,54,29,225,54,29,225
15,6,54,30,019,54,30,019
75,30,54,30,043,54,30,043
4,6,54,30,051,54,30,051
6,3,54,30,055,54,30,055
15,9,54,30,059,54,30,059
15,5,54,30,065,54,30,065
28,10,54,30,071,54,30,071
7,3,54,30,079,54,30,079
164,36,54,30,083,54,30,083
105,27,54,30,089,54,30,089
125,24,54,31,043,54,31,043
34,10,54,31,065,54,31,065
29,8,54,31,097,54,31,097
409,51,54,29,201,54,29,201
318,68,54,28,149,54,28,149
297,67,54,28,151,54,28,151
142,36,54,29,001,54,29,001
4170,436,54,29,019,54,29,019
1212,144,54,29,021,54,29,021
477,53,54,29,023,54,29,023
661,94,54,29,029,54,29,029
1366,182,54,29,031,54,29,031
70,19,54,29,039,54,29,039
746,177,54,29,043,54,29,043
20359,549,54,29,047,54,29,047
1699,227,54,29,051,54,29,051
79,22,54,29,053,54,29,053
119,30,54,29,069,54,29,069
921,177,54,29,071,54,29,071
7327,843,54,29,077,54,29,077
120,33,54,29,083,54,29,083
334,67,54,29,091,54,29,091
5,5,54,29,093,54,29,093
32470,2260,54,29,095,54,29,095
1192,181,54,29,097,54,29,097
1242,271,54,29,099,54,29,099
128,38,54,29,109,54,29,109
139,25,54,29,117,54,29,117
360,51,54,29,127,54,29,127
526,80,54,29,145,54,29,145
231,28,54,29,157,54,29,157
892,54,54,29,159,54,29,159
328,68,54,29,161,54,29,161
1895,282,54,29,165,54,29,165
1098,49,54,29,167,54,29,167
95,21,54,29,177,54,29,177
6070,843,54,29,183,54,29,183
336,79,54,29,187,54,29,187
50918,3444,54,29,189,54,29,189
86,29,54,29,195,54,29,195
46,15,54,29,205,54,29,205
166,44,54,29,209,54,29,209
18,5,54,29,211,54,29,211
96,26,54,29,215,54,29,215
75,19,54,29,221,54,29,221
23,5,54,29,223,54,29,223
37,12,54,30,003,54,30,003
23,9,54,30,005,54,30,005
39,12,54,30,007,54,30,007
86,30,54,30,009,54,30,009
5,5,54,30,011,54,30,011
10,7,54,30,015,54,30,015
112,30,54,30,017,54,30,017
94,28,54,30,023,54,30,023
25,8,54,30,025,54,30,025
91,29,54,30,027,54,30,027
32,12,54,30,035,54,30,035
11,6,54,30,039,54,30,039
19,5,54,30,045,54,30,045
22,9,54,30,061,54,30,061
38,15,54,30,073,54,30,073
16,6,54,30,075,54,30,075
42,11,54,30,077,54,30,077
14,7,54,30,085,54,30,085
17,6,54,30,087,54,30,087
29,14,54,30,097,54,30,097
50,15,54,30,099,54,30,099
25,10,54,30,101,54,30,101
12,4,54,30,103,54,30,103
58,18,54,30,105,54,30,105
15,4,54,30,107,54,30,107
5,4,54,30,109,54,30,109
150,12,54,31,003,54,31,003
31,9,54,31,011,54,31,011
119,16,54,31,013,54,31,013
70,11,54,31,021,54,31,021
30,9,54,31,023,54,31,023
74,12,54,31,027,54,31,027
30,12,54,31,029,54,31,029
78,20,54,31,031,54,31,031
295,12,54,31,033,54,31,033
29,9,54,31,035,54,31,035
40,10,54,31,037,54,31,037
97,21,54,31,039,54,31,039
101,26,54,31,041,54,31,041
188,61,54,31,047,54,31,047
17,4,54,31,057,54,31,057
24,9,54,31,059,54,31,059
25,4,54,31,061,54,31,061
21,4,54,31,063,54,31,063
141,32,54,31,067,54,31,067
22,8,54,31,071,54,31,071
10,3,54,31,077,54,31,077
165,23,54,31,081,54,31,081
25,5,54,31,083,54,31,083
37,11,54,31,093,54,31,093
49,10,54,31,095,54,31,095
49,11,54,31,121,54,31,121
38,10,54,31,129,54,31,129
22,7,54,31,135,54,31,135
122,25,54,31,145,54,31,145
65,14,54,31,147,54,31,147
6,3,54,32,021,54,32,021
236,65,54,33,019,54,33,019
3856,492,54,34,001,54,34,001
30290,3916,54,34,003,54,34,003
16181,1304,54,34,005,54,34,005
1078,212,54,34,009,54,34,009
955,174,54,34,011,54,34,011
19857,2181,54,34,013,54,34,013
3056,512,54,34,015,54,34,015
14169,1563,54,34,017,54,34,017
3968,522,54,34,019,54,34,019
24260,1541,54,34,021,54,34,021
69303,4073,54,34,023,54,34,023
21926,2504,54,34,025,54,34,025
43116,2395,54,34,027,54,34,027
9167,1375,54,34,029,54,34,029
6058,984,54,34,031,54,34,031
324,70,54,34,033,54,34,033
27428,1690,54,34,035,54,34,035
1763,336,54,34,037,54,34,037
990,189,54,34,041,54,34,041
90,14,54,35,029,54,35,029
60,16,54,35,041,54,35,041
90,15,54,35,051,54,35,051
666,193,54,36,021,54,36,021
152,30,54,29,207,54,29,207
475,116,54,29,213,54,29,213
100,26,54,29,217,54,29,217
105,27,54,29,219,54,29,219
53,18,54,29,229,54,29,229
18065,1022,54,29,510,54,29,510
148,33,54,30,001,54,30,001
1315,202,54,30,013,54,30,013
73,19,54,30,021,54,30,021
2280,530,54,30,029,54,30,029
4189,931,54,30,031,54,30,031
117,24,54,30,041,54,30,041
409,77,54,30,047,54,30,047
1685,277,54,30,049,54,30,049
87,38,54,30,053,54,30,053
59,30,54,30,057,54,30,057
4612,625,54,30,063,54,30,063
209,76,54,30,067,54,30,067
392,148,54,30,081,54,30,081
30,8,54,30,091,54,30,091
529,91,54,30,093,54,30,093
63,27,54,30,095,54,30,095
4106,559,54,30,111,54,30,111
344,62,54,31,001,54,31,001
32,8,54,31,017,54,31,017
753,114,54,31,019,54,31,019
126,42,54,31,025,54,31,025
65,15,54,31,045,54,31,045
182,42,54,31,053,54,31,053
20212,1832,54,31,055,54,31,055
665,107,54,31,079,54,31,079
117,32,54,31,089,54,31,089
29,11,54,31,099,54,31,099
2,3,54,31,103,54,31,103
20,7,54,31,105,54,31,105
14,4,54,31,123,54,31,123
18,3,54,31,125,54,31,125
34,10,54,31,127,54,31,127
12,4,54,31,133,54,31,133
139,25,54,31,137,54,31,137
43,11,54,31,139,54,31,139
14,11,54,31,143,54,31,143
161,46,54,31,155,54,31,155
365,62,54,31,157,54,31,157
113,30,54,31,159,54,31,159
33,8,54,31,161,54,31,161
13,6,54,31,163,54,31,163
5,3,54,31,167,54,31,167
24,10,54,31,169,54,31,169
620,17,54,31,173,54,31,173
88,16,54,31,175,54,31,175
84,17,54,31,179,54,31,179
7,3,54,31,181,54,31,181
128,24,54,31,185,54,31,185
72,20,54,32,013,54,32,013
8,4,54,32,015,54,32,015
11,4,54,32,017,54,32,017
17,6,54,32,027,54,32,027
96,15,54,32,029,54,32,029
23,9,54,32,033,54,32,033
793,132,54,33,003,54,33,003
124,31,54,33,007,54,33,007
12637,1318,54,34,007,54,34,007
15951,1412,54,34,039,54,34,039
57,3,54,35,003,54,35,003
174,27,54,35,017,54,35,017
134,47,54,35,027,54,35,027
85,27,54,35,047,54,35,047
52,13,54,35,057,54,35,057
14,6,54,35,059,54,35,059
197,52,54,36,017,54,36,017
45,17,54,31,107,54,31,107
76,23,54,31,131,54,31,131
491,41,54,32,001,54,32,001
668,97,54,36,009,54,36,009
123,29,54,31,101,54,31,101
9949,899,54,31,109,54,31,109
354,70,54,31,111,54,31,111
493,73,54,31,119,54,31,119
346,60,54,31,141,54,31,141
45,17,54,31,151,54,31,151
2627,333,54,31,153,54,31,153
331,58,54,31,177,54,31,177
48801,7696,54,32,003,54,32,003
1037,270,54,32,005,54,32,005
642,100,54,32,007,54,32,007
363,64,54,32,019,54,32,019
1625,48,54,32,023,54,32,023
12525,1875,54,32,031,54,32,031
1111,246,54,32,510,54,32,510
680,138,54,33,001,54,33,001
683,142,54,33,005,54,33,005
1934,222,54,33,009,54,33,009
17662,1216,54,33,011,54,33,011
3068,390,54,33,013,54,33,013
9282,1056,54,33,015,54,33,015
1741,243,54,33,017,54,33,017
32312,2166,54,35,001,54,35,001
644,91,54,35,005,54,35,005
42,11,54,35,006,54,35,006
56,22,54,35,007,54,35,007
430,67,54,35,009,54,35,009
3123,324,54,35,013,54,35,013
576,89,54,35,015,54,35,015
20,7,54,35,023,54,35,023
674,77,54,35,025,54,35,025
12403,52,54,35,028,54,35,028
245,42,54,35,031,54,35,031
533,71,54,35,035,54,35,035
42,13,54,35,037,54,35,037
190,34,54,35,039,54,35,039
763,188,54,35,043,54,35,043
1026,196,54,35,045,54,35,045
2619,671,54,35,049,54,35,049
242,22,54,35,053,54,35,053
359,92,54,35,055,54,35,055
338,73,54,35,061,54,35,061
17486,1262,54,36,001,54,36,001
221,43,54,36,003,54,36,003
4966,825,54,36,005,54,36,005
3534,280,54,36,007,54,36,007
379,91,54,36,011,54,36,011
942,173,54,36,013,54,36,013
782,87,54,36,015,54,36,015
544,107,54,36,019,54,36,019
271,59,54,36,035,54,36,035
9,3,54,36,041,54,36,041
189,50,54,36,043,54,36,043
514,101,54,36,053,54,36,053
305,55,54,36,057,54,36,057
258,41,54,36,073,54,36,073
577,116,54,36,075,54,36,075
188,41,54,36,095,54,36,095
53,18,54,36,097,54,36,097
224,57,54,36,107,54,36,107
331,47,54,36,121,54,36,121
98,31,54,37,009,54,37,009
299,82,54,37,013,54,37,013
76,9,54,37,015,54,37,015
15,8,54,37,029,54,37,029
34,14,54,37,033,54,37,033
165,27,54,37,041,54,37,041
45,16,54,37,043,54,37,043
260,83,54,36,031,54,36,031
336,83,54,37,027,54,37,027
90,34,54,37,093,54,37,093
25,4,54,37,103,54,37,103
23,16,54,37,143,54,37,143
61,8,54,37,187,54,37,187
18,5,54,38,001,54,38,001
58,10,54,38,003,54,38,003
1843,213,54,37,049,54,37,049
778,66,54,36,023,54,36,023
325,72,54,36,025,54,36,025
5223,796,54,36,027,54,36,027
25618,2174,54,36,029,54,36,029
365,56,54,36,033,54,36,033
334,72,54,36,037,54,36,037
292,93,54,36,039,54,36,039
892,145,54,36,045,54,36,045
26121,6476,54,36,047,54,36,047
108,26,54,36,049,54,36,049
376,83,54,36,051,54,36,051
24588,1859,54,36,055,54,36,055
38272,7204,54,36,059,54,36,059
349141,15851,54,36,061,54,36,061
1611,326,54,36,063,54,36,063
4110,406,54,36,065,54,36,065
14670,1120,54,36,067,54,36,067
2055,225,54,36,069,54,36,069
5466,1078,54,36,071,54,36,071
542,84,54,36,077,54,36,077
1160,281,54,36,079,54,36,079
16758,4190,54,36,081,54,36,081
2561,266,54,36,083,54,36,083
3316,923,54,36,085,54,36,085
6648,1541,54,36,087,54,36,087
718,106,54,36,089,54,36,089
6201,649,54,36,091,54,36,091
5282,252,54,36,093,54,36,093
121,30,54,36,099,54,36,099
1694,112,54,36,101,54,36,101
39582,5867,54,36,103,54,36,103
559,161,54,36,105,54,36,105
2812,263,54,36,109,54,36,109
1811,507,54,36,111,54,36,111
910,145,54,36,113,54,36,113
314,61,54,36,115,54,36,115
463,87,54,36,117,54,36,117
24019,4085,54,36,119,54,36,119
